sample_id,reference,hypothesis,reference_norm,hypothesis_norm,wer,category
fleurs-1902,i̇lk başda o qreyt-yarmutdakı ceyms paget xəstəxanasında yatırıldı," İlk başda o, Great Yarmutdakı James Paqett xəstəxanasında yatırıldı.",i lk başda o qreyt yarmutdakı ceyms paget xəstəxanasında yatırıldı, i lk başda o great yarmutdakı james paqett xəstəxanasında yatırıldı ,0.3,
fleurs-1766,atomların bəzilərində çox az təkanla və ya təkansız parçalanma meyli çox güclüdür çünki onlar qeyri-stabil nüvəyə sahibdir, Atomların bəzlərində çox az təkallı və ya təkansız parçalanma müviqə çox gücüdür. Çünki onlar qeyri-istabil nüvəyində sahibdir.,atomların bəzilərində çox az təkanla və ya təkansız parçalanma meyli çox güclüdür çünki onlar qeyri stabil nüvəyə sahibdir, atomların bəzlərində çox az təkallı və ya təkansız parçalanma müviqə çox gücüdür çünki onlar qeyri istabil nüvəyində sahibdir ,0.3333,
fleurs-1691,daha böyük şirkətlərin bəzi marşrutlar üçün öz şəxsi təyyarələri olur amma başqa marşrutlar və daha kiçik şirkətlər üçün bu artıq problem idi," Daha böyük şirkətlərin bəzi marsullular üçün öz şəxsi təyərilər olur, amma başqa marsullular və daha kisi şirkətlər üçün bu artıq problem idi.",daha böyük şirkətlərin bəzi marşrutlar üçün öz şəxsi təyyarələri olur amma başqa marşrutlar və daha kiçik şirkətlər üçün bu artıq problem idi, daha böyük şirkətlərin bəzi marsullular üçün öz şəxsi təyərilər olur amma başqa marsullular və daha kisi şirkətlər üçün bu artıq problem idi ,0.1818,
fleurs-1794,sivilizasiya elə bir vahid mədəniyyətdir ki burada birlikdə yaşayan və işləyən böyük insan qrupu bir cəmiyyəti paylaşır," Silivizasiə elə bir vaəd mədəniyyətdir ki, burada birlikdə yaşayan və işləyən böyük insan qrupu bir cəmiyyətə paylaşır.",sivilizasiya elə bir vahid mədəniyyətdir ki burada birlikdə yaşayan və işləyən böyük insan qrupu bir cəmiyyəti paylaşır, silivizasiə elə bir vaəd mədəniyyətdir ki burada birlikdə yaşayan və işləyən böyük insan qrupu bir cəmiyyətə paylaşır ,0.1765,
fleurs-1876,şimali mariana fövqəladə hallaq i̇darəsinin verdiyi məlumata görə ölkədə zərər haqında xəbər verilməyib, Şimali Mariana Fövqalaya da halla rəsin verdiyi məlumata görə ölkədə zərər haqqında xəbər verilməyi.,şimali mariana fövqəladə hallaq i darəsinin verdiyi məlumata görə ölkədə zərər haqında xəbər verilməyib, şimali mariana fövqalaya da halla rəsin verdiyi məlumata görə ölkədə zərər haqqında xəbər verilməyi ,0.4286,
fleurs-1887,o liqqins xəstəxanasında işləyərkən boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı," O, Likis xəstəxanasında işləyərkən, boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı.",o liqqins xəstəxanasında işləyərkən boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı, o likis xəstəxanasında işləyərkən boş vaxtlarında erkən doğuşlar haqqında öyrənməyə başladı ,0.0909,
fleurs-1694,baxımsızlıq amansız rəftar və hətta zorakılıq kimi fərqli səbəblərdən uşaqlar qəyyum ailələrə verilirlər," Bağımsızlıq, amansız rəftar və hətta zoraklıq kimi fərqli səbəblərdən uşaqlar qəyiqə malələrə verilirlər.",baxımsızlıq amansız rəftar və hətta zorakılıq kimi fərqli səbəblərdən uşaqlar qəyyum ailələrə verilirlər, bağımsızlıq amansız rəftar və hətta zoraklıq kimi fərqli səbəblərdən uşaqlar qəyiqə malələrə verilirlər ,0.3077,
fleurs-1933,son olaraq balaca pişiklərin o cümlədən rahat ev pişiklərinin böcəklər gəmiricilər kərtənkələlər və quşlar kimi çoxlu sayda ovları olur," Son olaraq balaca pişiklərin böcəkləri, gəmiricilər, kərtənkəllər və quçular kimi çoxlu saydı ovlar olur.",son olaraq balaca pişiklərin o cümlədən rahat ev pişiklərinin böcəklər gəmiricilər kərtənkələlər və quşlar kimi çoxlu sayda ovları olur, son olaraq balaca pişiklərin böcəkləri gəmiricilər kərtənkəllər və quçular kimi çoxlu saydı ovlar olur ,0.5263,
fleurs-1986,virtual komandanın əvəzolunmaz hissələrindən biri də əsl görünməz komanda larson və lafasto 1989 p109 amilinin mövcud olmasıdır, Virtuol komandanın əvəz olunması hislərindən biri də əsil görünməz komanda Larsson Vellala-Fasto 1989 və 109 amilinin mövzud olmasıdır.,virtual komandanın əvəzolunmaz hissələrindən biri də əsl görünməz komanda larson və lafasto 1989 p109 amilinin mövcud olmasıdır, virtuol komandanın əvəz olunması hislərindən biri də əsil görünməz komanda larsson vellala fasto 1989 və 109 amilinin mövzud olmasıdır ,0.6471,
fleurs-1842,dinozavrın tüklərində yaxşı inkişaf etmiş mərkəzdən keçən oxun olmaması lakin tikan və tükcüklər kimi digər xüsusiyyətlərin olması səbəbindən tədqiqatçılar mərkəzi oxun bu kimi digər xüsusiyyətlərin sonrakı təkamül inkişafının nəticəsi olduğu qənaətinə gəldilər," Dinazarın türklərində yaxşı inkişaf etmiş mərkəzlərdən kəsən oğun olmaması, lakin tikan və türklər kimi digər xüsusiyyətlərin olması səbəbindən təhqaçlar mərkəzə oğunbu kimi digər xüsusiyyətlərinin sonraki təkamül inkişafının nətkəsi olduğunu qənaətnə gəlirlər.",dinozavrın tüklərində yaxşı inkişaf etmiş mərkəzdən keçən oxun olmaması lakin tikan və tükcüklər kimi digər xüsusiyyətlərin olması səbəbindən tədqiqatçılar mərkəzi oxun bu kimi digər xüsusiyyətlərin sonrakı təkamül inkişafının nəticəsi olduğu qənaətinə gəldilər, dinazarın türklərində yaxşı inkişaf etmiş mərkəzlərdən kəsən oğun olmaması lakin tikan və türklər kimi digər xüsusiyyətlərin olması səbəbindən təhqaçlar mərkəzə oğunbu kimi digər xüsusiyyətlərinin sonraki təkamül inkişafının nətkəsi olduğunu qənaətnə gəlirlər ,0.5,
fleurs-1951,2002-ci ildə qoma nyiragongo vulkanından axan lavalarla bərbad vəziyyətə düşdü lavalar şəhərin bir çox küçələrini əsasən də şəhər mərkəzini təsiri altına aldı," 2002-ci ildə Qoma-Nyaqongo vulkanının axan lavalarla bərbat vəziyyətə düşdü. Lavalar şəhərin bir çox köçələrini, əsasənə, şəhər mərkəzini təsir altına aldı.",2002 ci ildə qoma nyiragongo vulkanından axan lavalarla bərbad vəziyyətə düşdü lavalar şəhərin bir çox küçələrini əsasən də şəhər mərkəzini təsiri altına aldı, 2002 ci ildə qoma nyaqongo vulkanının axan lavalarla bərbat vəziyyətə düşdü lavalar şəhərin bir çox köçələrini əsasənə şəhər mərkəzini təsir altına aldı ,0.3043,
fleurs-1937,bununla belə sovetlər i̇ttifaqının qızıl ordusundan 800 000 əsgərin riqa sülh sazişini yəni sovet-polşa qeyri-aqressivlik paktını və həm iki həm də çox tərəfli şəkildə imzalanmış digər beynəlxalq sazişləri pozaraq polşanın şərq bölgələrini işğal etdikdən sonra belarusiya və ukraynaya daxil olaraq orada cəbhələr yaratması ilə bu planlar bir gecədə öz qüvvəsini itirmiş oldu," Bununla belə, Səvətlər İtfagının qızlı ordusundan 800 min əskərin Riga Sülhsazişini, yəni Səvət-Polşa qeyri-agresivlik paktını və həmiki həm də çox tərəfli şəkildə imzalamışdi qərbənin orlaq saziliçəyəri pozaraq, Polşanın şərq bölgələrini işalə etdikdən sonra Belaruşya və Ukrayna dəxil olaraq orada capələr yaratması ilə bu planlar bir kecəcdə öz güvvəsini etirmiş oldu.",bununla belə sovetlər i ttifaqının qızıl ordusundan 800 000 əsgərin riqa sülh sazişini yəni sovet polşa qeyri aqressivlik paktını və həm iki həm də çox tərəfli şəkildə imzalanmış digər beynəlxalq sazişləri pozaraq polşanın şərq bölgələrini işğal etdikdən sonra belarusiya və ukraynaya daxil olaraq orada cəbhələr yaratması ilə bu planlar bir gecədə öz qüvvəsini itirmiş oldu, bununla belə səvətlər i tfagının qızlı ordusundan 800 min əskərin riga sülhsazişini yəni səvət polşa qeyri agresivlik paktını və həmiki həm də çox tərəfli şəkildə imzalamışdi qərbənin orlaq saziliçəyəri pozaraq polşanın şərq bölgələrini işalə etdikdən sonra belaruşya və ukrayna dəxil olaraq orada capələr yaratması ilə bu planlar bir kecəcdə öz güvvəsini etirmiş oldu ,0.4364,
fleurs-2008,balidə gündəlikdə olan digər məsələlərə dünyada qalan meşələrin qorunması və inkişaf etməkdə olan ölkələrin ekoloji baxımdan daha təmiz şəraitdə təkmilləşməsinə kömək edəcək texnologiyanın bölüşdürülməsi daxildir," Bali də günlərlikdə olan digər məsələrlərə dünyada qalan meşələrin qorunması və inkişaf etməyədə olan ölkələrin əqılajı baxımdan daha təmiz şərətdə təminləşməsinə, kömək edəcəyi texnologiyan bölüşdürülməsi daxildir.",balidə gündəlikdə olan digər məsələlərə dünyada qalan meşələrin qorunması və inkişaf etməkdə olan ölkələrin ekoloji baxımdan daha təmiz şəraitdə təkmilləşməsinə kömək edəcək texnologiyanın bölüşdürülməsi daxildir, bali də günlərlikdə olan digər məsələrlərə dünyada qalan meşələrin qorunması və inkişaf etməyədə olan ölkələrin əqılajı baxımdan daha təmiz şərətdə təminləşməsinə kömək edəcəyi texnologiyan bölüşdürülməsi daxildir ,0.4,
fleurs-1740,uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və işıqları şousudur, Uşaqlar üçün ərazide ən bəraqlı şeylərdən biri piramida səsə və eşikları showusudur.,uşaqlar üçün ərazidə ən maraqlı şeylərdən biri piramida səsi və işıqları şousudur, uşaqlar üçün ərazide ən bəraqlı şeylərdən biri piramida səsə və eşikları showusudur ,0.4167,
fleurs-1763,eynilə ayın yer planetini çəkərək qabarmalar yaratması kimi süd yolu da oxatan bürcü istiqamətində təzyiq göstərir, Eynilə ayın yer planetini çəkərək qabarmalar yaratması kimi süd yolu da oxatan bürzü istiqamətində təziq göstərir.,eynilə ayın yer planetini çəkərək qabarmalar yaratması kimi süd yolu da oxatan bürcü istiqamətində təzyiq göstərir, eynilə ayın yer planetini çəkərək qabarmalar yaratması kimi süd yolu da oxatan bürzü istiqamətində təziq göstərir ,0.125,
fleurs-1726,sahə ekskursiyaları istənilən tədris proqramının böyük hissəsini təşkil edir bir çox hallarda müəllimlər tələbələrini avtobusla səyahətin mümkün olmadığı yerlərə ekskursiyaya aparmağı sevir, Sahə ekskursiyaları islənilən tədris programının böyük hissəsin təşkil edir. Bir çox allarda müəllimlər tələbələrin autobusla səyahəti mümkün olmadığı yerlərə ekskursiya amparmağı sedir.,sahə ekskursiyaları istənilən tədris proqramının böyük hissəsini təşkil edir bir çox hallarda müəllimlər tələbələrini avtobusla səyahətin mümkün olmadığı yerlərə ekskursiyaya aparmağı sevir, sahə ekskursiyaları islənilən tədris programının böyük hissəsin təşkil edir bir çox allarda müəllimlər tələbələrin autobusla səyahəti mümkün olmadığı yerlərə ekskursiya amparmağı sedir ,0.4545,
fleurs-1908,bəzi felləri və cisimləri fərqləndirmək üçün bu əhəmiyyətli bir üsuldur, Bəzi fəyirləri və cismləri fərqləndirmək üçün bu əhəmiyyətli bir üsudur.,bəzi felləri və cisimləri fərqləndirmək üçün bu əhəmiyyətli bir üsuldur, bəzi fəyirləri və cismləri fərqləndirmək üçün bu əhəmiyyətli bir üsudur ,0.3,
fleurs-1937,bununla belə sovetlər i̇ttifaqının qızıl ordusundan 800 000 əsgərin riqa sülh sazişini yəni sovet-polşa qeyri-aqressivlik paktını və həm iki həm də çox tərəfli şəkildə imzalanmış digər beynəlxalq sazişləri pozaraq polşanın şərq bölgələrini işğal etdikdən sonra belarusiya və ukraynaya daxil olaraq orada cəbhələr yaratması ilə bu planlar bir gecədə öz qüvvəsini itirmiş oldu," Bununla belə, Səhvətlər İttifakının qızıl ordusundan 800 min əskərin Riga-Sühf sazişini, yəni Səhvət-Polşah qeyri-agresivlik baxdığını və həm iki, həm də çox tərəfli şəkildə imzalanmış digər beynəlxal sazişlərə pozaraq, Polşahın şərq bölgələrini işxal etdikdən sonra Bəlarusiya və Ukrayna'ya daxil olaraq orada cəpələr yaratması ilə bu planlar bir gecədə öfqüz qüvvəsini itirmiş olduq.",bununla belə sovetlər i ttifaqının qızıl ordusundan 800 000 əsgərin riqa sülh sazişini yəni sovet polşa qeyri aqressivlik paktını və həm iki həm də çox tərəfli şəkildə imzalanmış digər beynəlxalq sazişləri pozaraq polşanın şərq bölgələrini işğal etdikdən sonra belarusiya və ukraynaya daxil olaraq orada cəbhələr yaratması ilə bu planlar bir gecədə öz qüvvəsini itirmiş oldu, bununla belə səhvətlər i ttifakının qızıl ordusundan 800 min əskərin riga sühf sazişini yəni səhvət polşah qeyri agresivlik baxdığını və həm iki həm də çox tərəfli şəkildə imzalanmış digər beynəlxal sazişlərə pozaraq polşahın şərq bölgələrini işxal etdikdən sonra bəlarusiya və ukrayna ya daxil olaraq orada cəpələr yaratması ilə bu planlar bir gecədə öfqüz qüvvəsini itirmiş olduq ,0.3636,
fleurs-1968,bəzi gəmi kruizlərinin reklam broşuralarında almaniyanın berlin şəhəri təsvir olunur ancaq yuxarıdakı xəritədən də gördüyünüz kimi berlin dənizə yaxın deyil buna görə də şəhəri ziyarət etmək kruiz qiymətlərinə daxil deyil, Bəzi gəmi kruizlərinin deklam rasulı aralında Almaniyanın Berlin şəhəri təsvir olunur. Ancaq yuxardakı xərətələrdən də göründüyünüz kimi Berlin dənizə yaxın deyil. Buna görə də şəhəri ziyaret etmək kruiz qiymətlərinə daxil deyil.,bəzi gəmi kruizlərinin reklam broşuralarında almaniyanın berlin şəhəri təsvir olunur ancaq yuxarıdakı xəritədən də gördüyünüz kimi berlin dənizə yaxın deyil buna görə də şəhəri ziyarət etmək kruiz qiymətlərinə daxil deyil, bəzi gəmi kruizlərinin deklam rasulı aralında almaniyanın berlin şəhəri təsvir olunur ancaq yuxardakı xərətələrdən də göründüyünüz kimi berlin dənizə yaxın deyil buna görə də şəhəri ziyaret etmək kruiz qiymətlərinə daxil deyil ,0.2333,
fleurs-1913,pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir, Pələngin nərelitisi şirin qürt səslə çıxarıdırlığı nərelitiya bənzəmir. Daha çox xırıltı və cingiddili səslənən sözlər kimi işitdir.,pələngin nəriltisi şirin gur səslə çıxardığı nəriltiyə bənzəmir daha çox xırıltılı və cingiltili səslənən sözlər kimi eşidilir, pələngin nərelitisi şirin qürt səslə çıxarıdırlığı nərelitiya bənzəmir daha çox xırıltı və cingiddili səslənən sözlər kimi işitdir ,0.4118,
fleurs-1855,şir praydları davranışları ilə özlərinə təəccüblü şəkildə bənzəyən digər böyük pişikkimilərə deyil və ovları üçün ölümcül bir ovçu olan canavar və ya it sürüləri kimi hərəkət edirlər, Shirpride-ləri davranışları ilə özlərini təcrübli şəkildə bənzəyən digər böyük pişik kimlərə deyil və ovları üçün ölümcül bir ovçu olan canavar və iç sürülləri kim ərikət etdirlər.,şir praydları davranışları ilə özlərinə təəccüblü şəkildə bənzəyən digər böyük pişikkimilərə deyil və ovları üçün ölümcül bir ovçu olan canavar və ya it sürüləri kimi hərəkət edirlər, shirpride ləri davranışları ilə özlərini təcrübli şəkildə bənzəyən digər böyük pişik kimlərə deyil və ovları üçün ölümcül bir ovçu olan canavar və iç sürülləri kim ərikət etdirlər ,0.4444,
